IDUsuario;Genero;Edad
29203;F;36-50
29215;F;36-50
29216;M;51-65
29221;F;51-65
29228;M;36-50
29229;M;36-50
29230;M;26-35
29234;F;51-65
29237;M;51-65
29242;M;51-65
29245;F;51-65
29247;M;36-50
29262;F;36-50
29267;F;51-65
29270;M;36-50
29273;M;26-35
29275;M;26-35
29283;M;51-65
29297;M;51-65
29305;M;51-65
29313;M;>65
29321;M;>65
29336;F;36-50
29337;M;51-65
29347;M;51-65
29349;F;51-65
29350;F;51-65
29356;M;51-65
29361;M;36-50
29364;M;51-65
29365;M;51-65
29370;F;51-65
29384;M;36-50
29385;M;26-35
29386;M;51-65
29398;M;36-50
29403;F;51-65
29406;M;26-35
29415;M;36-50
29421;M;36-50
29424;F;26-35
29442;F;36-50
29446;F;26-35
29466;F;36-50
29469;F;36-50
29471;F;51-65
29475;M;36-50
29481;M;36-50
29496;M;36-50
29498;M;36-50
29499;F;36-50
29500;M;51-65
29507;M;26-35
29512;M;51-65
29515;F;51-65
29526;M;>65
29543;F;36-50
29550;F;51-65
29555;F;51-65
29556;F;36-50
29559;M;51-65
29569;M;36-50
29573;M;36-50
29588;F;51-65
29593;M;51-65
29600;F;26-35
29604;F;36-50
29608;F;51-65
29616;M;36-50
29618;F;36-50
29622;M;51-65
29624;M;51-65
29625;M;36-50
29627;M;36-50
29636;F;26-35
29643;F;51-65
29649;F;36-50
29656;M;51-65
29668;M;51-65
29669;M;36-50
29676;M;36-50
29677;M;36-50
29679;F;36-50
29683;M;36-50
29695;F;36-50
29697;M;26-35
29700;F;36-50
29706;F;51-65
29708;F;36-50
29711;F;36-50
29712;M;36-50
29714;F;36-50
29726;F;51-65
29728;M;<=25
29734;M;26-35
29735;M;26-35
29737;M;36-50
29738;F;36-50
29756;M;36-50
29764;M;36-50
29765;M;36-50
29782;F;26-35
29792;F;51-65
29799;M;51-65
29810;M;51-65
29814;M;36-50
29818;M;36-50
29821;F;36-50
29823;F;26-35
29824;F;51-65
29828;M;51-65
29830;F;51-65
29831;F;36-50
29832;F;51-65
29833;M;26-35
29842;F;26-35
29879;M;26-35
29882;F;51-65
29888;M;26-35
29896;M;36-50
29900;M;36-50
29905;F;36-50
29911;M;26-35
29918;F;51-65
29919;M;51-65
29921;M;51-65
29931;M;51-65
29933;M;51-65
29935;M;36-50
29938;M;26-35
29947;M;26-35
29952;F;>65
29959;F;36-50
29967;F;36-50
29977;M;51-65
29990;F;36-50
29999;M;>65
30004;F;51-65
30007;M;36-50
30014;M;>65
30016;F;26-35
30017;F;51-65
30020;M;36-50
30021;M;51-65
30024;M;51-65
30028;M;51-65
30032;M;36-50
30040;M;51-65
30041;M;36-50
30074;F;51-65
30078;F;36-50
30087;M;51-65
30088;M;36-50
30094;F;51-65
30101;M;51-65
30112;F;36-50
30127;M;51-65
30133;F;36-50
30135;F;36-50
30140;F;51-65
30142;M;26-35
30148;M;51-65
30165;F;36-50
30166;F;36-50
30167;F;36-50
30173;F;36-50
30178;M;26-35
30179;M;36-50
30181;F;36-50
30182;M;36-50
30185;M;36-50
30186;M;36-50
30191;F;26-35
30193;M;51-65
30197;M;51-65
30202;F;36-50
30206;M;36-50
30217;M;>65
30227;M;51-65
30230;F;36-50
30237;M;51-65
30242;F;51-65
30249;F;26-35
30250;M;>65
30254;F;36-50
30255;F;36-50
30267;F;26-35
30279;F;36-50
30281;F;36-50
30283;M;36-50
30284;M;51-65
30287;M;51-65
30292;M;36-50
30294;F;36-50
30296;F;36-50
30302;M;26-35
30314;M;>65
30315;M;51-65
30322;M;51-65
30327;M;36-50
30329;F;51-65
30331;M;51-65
30334;F;51-65
30338;M;36-50
30340;M;>65
30343;M;51-65
30344;M;36-50
30350;F;51-65
30351;M;>65
30353;M;51-65
30355;F;51-65
30359;M;51-65
30366;F;36-50
30369;M;51-65
30386;F;36-50
30394;F;36-50
30396;M;>65
30397;M;51-65
30400;M;36-50
30427;F;36-50
30436;F;51-65
30447;F;36-50
30450;M;36-50
30459;F;51-65
30462;M;51-65
30478;F;26-35
30497;M;36-50
30499;M;51-65
30501;F;51-65
30511;M;51-65
30515;M;36-50
30518;M;36-50
30522;M;>65
30528;M;26-35
30539;M;36-50
30540;F;51-65
30543;F;36-50
30558;M;51-65
30575;F;36-50
30577;F;36-50
30590;M;26-35
30593;F;26-35
30597;M;36-50
30598;F;>65
30600;M;51-65
30605;F;51-65
30607;M;51-65
30610;F;51-65
30615;M;51-65
30620;M;36-50
30622;M;51-65
30627;M;36-50
30633;F;51-65
30635;M;51-65
30653;M;26-35
30665;F;26-35
30674;F;26-35
30675;F;26-35
30678;M;36-50
30682;M;36-50
30687;M;36-50
30692;M;36-50
30697;F;51-65
30701;M;51-65
30705;F;36-50
30715;M;51-65
30730;F;51-65
30738;F;51-65
30740;M;51-65
30745;M;51-65
30746;F;36-50
30747;M;36-50
30749;M;36-50
30755;M;51-65
30756;F;51-65
30759;F;51-65
30761;M;51-65
30766;M;51-65
30776;M;36-50
30778;F;36-50
30779;F;51-65
30783;F;36-50
30786;M;36-50
30791;F;51-65
30795;M;51-65
30796;M;>65
30808;M;51-65
30815;M;36-50
30817;F;26-35
30832;M;51-65
30842;M;36-50
30847;M;>65
30850;F;51-65
30858;M;36-50
30859;M;26-35
30864;M;36-50
30865;M;51-65
30866;F;26-35
30868;M;36-50
30869;F;51-65
30872;F;26-35
30880;M;26-35
30881;F;51-65
30885;M;51-65
30894;F;51-65
30897;M;36-50
30901;M;26-35
30903;M;>65
30904;M;36-50
30920;M;36-50
30925;F;36-50
30928;M;51-65
30930;M;36-50
30931;M;36-50
30935;M;>65
30937;M;36-50
30943;M;<=25
30945;M;51-65
30949;M;51-65
30951;M;36-50
30952;M;36-50
30959;M;51-65
30962;M;26-35
30963;M;51-65
30971;F;36-50
30983;M;26-35
30984;M;51-65
30988;F;26-35
31000;M;51-65
31011;F;>65
31018;M;51-65
31027;M;36-50
31040;M;36-50
31041;M;51-65
31046;F;51-65
31054;F;51-65
31056;F;26-35
31075;M;36-50
31086;F;51-65
31089;M;36-50
31094;M;36-50
31102;F;36-50
31103;M;36-50
31109;M;36-50
31118;M;26-35
31124;M;51-65
31144;M;26-35
31145;M;51-65
31172;M;51-65
31190;M;36-50
31196;F;51-65
31199;F;51-65
31202;F;26-35
31203;F;51-65
31204;M;26-35
31214;M;36-50
31217;F;51-65
31223;F;36-50
31229;M;36-50
31231;M;36-50
31232;F;>65
31236;M;51-65
31240;F;26-35
31241;M;51-65
31242;F;36-50
31251;M;36-50
31252;F;36-50
31266;F;36-50
31267;M;>65
31296;M;36-50
31297;F;36-50
31300;F;36-50
31312;M;51-65
31328;M;51-65
31340;F;26-35
31341;M;36-50
31343;M;36-50
31345;F;26-35
31346;M;36-50
31349;F;36-50
31355;F;51-65
31358;M;36-50
31362;F;51-65
31364;M;36-50
31368;F;26-35
31375;M;36-50
31376;F;36-50
31380;M;36-50
31386;M;51-65
31389;M;51-65
31411;M;36-50
31419;F;36-50
31422;F;36-50
31424;F;26-35
31427;M;51-65
31428;M;>65
31433;F;36-50
31443;M;51-65
31445;F;26-35
31446;M;51-65
31448;F;51-65
31450;F;36-50
31453;M;51-65
31461;M;<=25
31464;M;36-50
31473;F;36-50
31486;M;>65
31490;F;26-35
31493;M;51-65
31498;M;51-65
31500;F;36-50
31505;M;36-50
31510;M;36-50
31512;F;51-65
31519;F;36-50
31525;F;51-65
31536;M;>65
31556;F;26-35
31557;M;36-50
31558;M;26-35
31562;F;51-65
31573;M;36-50
31574;F;36-50
31579;F;51-65
31582;M;36-50
31587;F;51-65
31593;F;>65
31594;F;36-50
31595;M;>65
31596;F;26-35
31598;F;36-50
31606;M;26-35
31612;F;36-50
31615;M;36-50
31621;M;51-65
31622;M;51-65
31627;M;36-50
31631;M;>65
31632;M;36-50
31635;F;51-65
31638;F;26-35
31662;M;51-65
31667;F;51-65
31673;F;51-65
31689;M;36-50
31692;M;36-50
31703;F;51-65
31709;M;36-50
31710;M;36-50
31715;M;36-50
31723;F;36-50
31727;M;36-50
31729;F;26-35
31745;M;36-50
31746;F;36-50
31748;F;51-65
31749;M;51-65
31751;F;36-50
31754;M;36-50
31757;M;26-35
31768;M;51-65
31770;F;51-65
31773;F;26-35
31778;M;36-50
31781;F;51-65
31784;M;51-65
31788;F;36-50
31796;F;36-50
31797;M;51-65
31798;M;26-35
31803;M;36-50
31806;M;36-50
31818;M;>65
31819;M;51-65
31827;F;36-50
31829;M;36-50
31839;F;51-65
31863;F;26-35
31866;M;26-35
31872;M;51-65
31873;F;36-50
31875;F;26-35
31876;M;36-50
31881;M;36-50
31883;F;36-50
31884;F;36-50
31886;M;<=25
31889;M;51-65
31894;M;36-50
31895;M;51-65
31897;F;36-50
31902;F;26-35
31906;F;36-50
31908;F;51-65
31910;M;36-50
31915;F;51-65
31919;F;51-65
31939;M;51-65
31942;F;51-65
31947;M;>65
31954;F;36-50
31982;M;36-50
31995;M;36-50
31998;M;36-50
32007;F;36-50
32008;M;36-50
32020;F;36-50
32037;M;36-50
32041;M;51-65
32042;F;36-50
32043;F;36-50
32058;F;51-65
32061;M;26-35
32064;F;36-50
32065;M;36-50
32071;M;51-65
32072;F;36-50
32073;F;36-50
32077;F;36-50
32095;M;51-65
32156;F;36-50
32157;M;36-50
32160;F;26-35
32162;M;36-50
32164;F;51-65
32167;M;51-65
32170;M;36-50
32174;F;36-50
32185;M;36-50
32189;M;26-35
32201;F;36-50
32203;M;26-35
32209;M;51-65
32210;M;36-50
32212;F;36-50
32219;M;36-50
32235;F;36-50
32240;M;26-35
32259;F;36-50
32263;M;51-65
32274;F;36-50
32278;F;36-50
32294;M;36-50
32305;M;51-65
32309;F;51-65
32310;M;>65
32315;M;51-65
32374;M;51-65
32375;F;51-65
32376;F;51-65
32447;F;36-50
32456;M;36-50
32463;M;51-65
32467;F;26-35
32491;M;26-35
32497;F;51-65
32502;M;36-50
32509;M;51-65
32521;M;36-50
32549;F;51-65
32552;M;>65
32554;F;36-50
32557;F;36-50
32575;M;51-65
32602;M;51-65
32611;M;51-65
32612;M;51-65
32616;M;51-65
32619;M;51-65
32626;M;51-65
32627;F;51-65
32631;M;51-65
32632;F;51-65
32638;M;36-50
32648;M;36-50
32650;F;51-65
32652;M;51-65
32653;M;51-65
32657;M;36-50
32669;M;26-35
32672;M;>65
32744;F;51-65
32751;F;51-65
32762;M;36-50
32769;F;51-65
32772;F;51-65
32775;M;36-50
32776;F;36-50
32803;M;51-65
32831;F;36-50
32834;M;51-65
32846;M;36-50
32848;F;36-50
32851;M;51-65
32852;F;51-65
32853;M;36-50
32859;M;51-65
32872;F;36-50
32873;F;51-65
32878;F;36-50
32890;M;36-50
32896;F;26-35
32898;M;51-65
32904;M;>65
32907;M;51-65
32908;M;51-65
32913;F;36-50
32914;M;51-65
32915;F;26-35
32924;M;51-65
32928;F;51-65
32929;F;51-65
32934;M;51-65
32936;F;51-65
32937;F;51-65
32943;M;51-65
32944;F;26-35
32945;M;26-35
32946;F;36-50
32951;F;51-65
32958;M;51-65
32959;M;51-65
32960;M;36-50
32963;M;51-65
32967;M;51-65
32970;M;26-35
32972;F;36-50
32981;M;51-65
32984;M;51-65
32986;M;36-50
32988;M;51-65
32989;M;51-65
32990;F;36-50
32991;M;36-50
32993;F;36-50
32994;F;51-65
32998;M;>65
33000;M;26-35
33001;M;>65
33004;F;51-65
33006;M;36-50
33007;M;51-65
33012;F;51-65
33017;M;36-50
33019;M;51-65
33020;M;51-65
33022;F;51-65
33023;M;36-50
33027;M;51-65
33034;M;51-65
33035;F;36-50
33047;F;36-50
33057;M;36-50
33058;M;51-65
33062;M;51-65
33066;F;26-35
33068;M;36-50
33071;F;51-65
33072;F;51-65
33074;M;51-65
33078;F;51-65
33081;M;51-65
33084;F;26-35
33085;M;26-35
33087;F;51-65
33094;F;51-65
33095;F;51-65
33108;M;51-65
33110;F;51-65
33112;F;51-65
33118;F;51-65
33126;M;36-50
33128;F;51-65
33137;M;51-65
33148;M;>65
33150;F;51-65
33167;M;36-50
33174;M;36-50
33181;M;36-50
33185;M;>65
33192;M;36-50
33201;F;>65
33203;M;36-50
33209;M;36-50
33221;M;51-65
33225;M;36-50
33227;F;36-50
33232;M;51-65
33235;F;36-50
33236;M;36-50
33239;M;51-65
33240;F;51-65
33244;M;26-35
33248;M;26-35
33263;F;36-50
33267;M;36-50
33277;F;36-50
33282;F;36-50
33287;M;36-50
33296;M;36-50
33297;F;36-50
33300;M;36-50
33307;F;51-65
33308;M;51-65
33311;M;51-65
33315;M;51-65
33319;F;36-50
33326;M;36-50
33331;M;36-50
33341;M;51-65
33346;M;26-35
33349;F;36-50
33358;M;26-35
33368;F;36-50
33369;M;51-65
33380;F;36-50
33382;F;36-50
33383;F;36-50
33384;M;26-35
33397;F;26-35
33399;F;26-35
33401;F;36-50
33410;M;36-50
33417;F;26-35
33419;M;51-65
33422;F;51-65
33428;M;36-50
33430;M;26-35
33440;F;26-35
33444;M;36-50
33445;F;36-50
33458;M;26-35
33460;F;51-65
33465;M;26-35
33469;F;26-35
33473;M;51-65
33481;F;26-35
33488;M;26-35
33489;M;36-50
33495;M;51-65
33500;M;36-50
33501;M;26-35
33505;M;51-65
33506;F;36-50
33507;M;36-50
33508;M;26-35
33518;F;36-50
33519;M;36-50
33521;F;51-65
33526;M;36-50
33532;F;51-65
33538;M;51-65
33549;M;51-65
33550;M;51-65
33634;M;36-50
33638;M;51-65
33665;M;51-65
33680;M;51-65
33697;M;>65
33712;M;51-65
33747;M;51-65
33772;M;51-65
33774;F;51-65
33775;M;51-65
33785;M;36-50
33786;M;51-65
33788;M;51-65
33791;M;51-65
33811;M;51-65
33813;M;51-65
33814;F;51-65
33838;F;36-50
33844;M;51-65
33845;M;51-65
33849;F;51-65
33850;F;51-65
33858;M;36-50
33863;M;51-65
33892;M;36-50
33900;M;36-50
33904;F;51-65
33909;M;51-65
33932;M;36-50
33933;M;>65
33940;M;36-50
33951;M;36-50
33959;M;>65
33990;M;51-65
33991;F;26-35
33998;F;26-35
34000;F;36-50
34006;M;26-35
34007;M;26-35
34008;M;36-50
34009;M;51-65
34010;M;26-35
34016;M;36-50
34019;F;36-50
34021;F;36-50
34033;M;36-50
34039;M;51-65
34047;M;36-50
34048;F;51-65
34058;M;51-65
34060;M;51-65
34066;M;>65
34070;F;36-50
34072;M;>65
34075;F;51-65
34080;M;51-65
34083;M;>65
34091;M;51-65
34099;M;51-65
34106;M;36-50
34110;M;51-65
34116;F;51-65
34117;M;>65
34122;F;36-50
34125;M;>65
34134;F;26-35
34135;M;36-50
34138;M;51-65
34140;M;51-65
34144;F;51-65
34148;F;36-50
34160;M;51-65
34164;F;51-65
34166;F;51-65
34170;M;51-65
34172;M;36-50
34173;F;51-65
34186;M;51-65
34189;F;26-35
34192;M;51-65
34193;M;51-65
34220;F;51-65
34223;M;51-65
34228;M;51-65
34232;F;51-65
34235;M;36-50
34236;F;51-65
34237;M;51-65
34240;M;51-65
34243;F;51-65
34283;F;51-65
34284;M;51-65
34291;F;51-65
34292;F;36-50
34296;M;36-50
34494;M;51-65
34505;M;>65
34513;F;26-35
34515;F;51-65
34521;F;26-35
34524;F;26-35
34528;F;36-50
34600;F;36-50
35255;M;>65
35262;M;>65
35517;F;36-50
35526;M;36-50
35528;M;36-50
35532;M;51-65
35533;M;>65
35534;M;26-35
35546;M;51-65
35561;M;51-65
35563;M;51-65
35574;M;36-50
35581;M;51-65
35582;M;36-50
35585;M;51-65
35591;M;36-50
35595;M;51-65
35606;M;36-50
35613;M;51-65
35621;M;51-65
35629;M;36-50
35630;F;36-50
35639;M;36-50
35641;M;36-50
35649;M;51-65
35661;M;51-65
35662;M;36-50
35664;M;51-65
35667;M;51-65
35676;M;51-65
35681;M;36-50
35687;M;36-50
35695;M;51-65
35700;M;26-35
35701;F;51-65
35704;M;51-65
35709;M;36-50
35716;M;51-65
35721;M;36-50
35734;M;26-35
35735;M;36-50
35739;M;36-50
35740;M;51-65
35741;M;51-65
35744;F;51-65
35745;M;51-65
35746;M;51-65
35749;M;36-50
35755;M;51-65
35757;M;36-50
35761;M;51-65
35763;M;51-65
35764;M;51-65
35768;M;36-50
35778;M;51-65
35784;M;36-50
35786;M;51-65
35792;M;26-35
35801;M;51-65
35804;M;26-35
35809;M;26-35
35811;M;51-65
35815;M;36-50
35816;M;51-65
35819;M;51-65
35821;F;51-65
35825;M;36-50
35827;M;51-65
35831;M;51-65
35832;M;51-65
35836;M;26-35
35837;M;51-65
35853;M;26-35
35860;M;51-65
35862;M;51-65
35878;M;51-65
35885;M;36-50
35890;M;51-65
35894;M;36-50
35897;M;51-65
35902;M;51-65
35903;M;36-50
35910;M;36-50
35923;M;51-65
35926;M;36-50
35927;M;26-35
35930;F;36-50
35935;M;51-65
35937;M;26-35
35942;M;51-65
35947;M;51-65
35951;M;51-65
35953;M;26-35
35954;M;51-65
35955;M;51-65
35976;M;36-50
35978;M;51-65
35979;M;26-35
35986;M;51-65
35998;M;26-35
36017;M;36-50
36020;M;36-50
36022;M;51-65
36023;F;26-35
36025;M;51-65
36032;M;36-50
36036;M;36-50
36042;M;51-65
36043;M;51-65
36045;M;36-50
36047;M;51-65
36059;F;51-65
36068;M;51-65
36071;M;36-50
36077;M;>65
36084;M;>65
36086;M;>65
36087;M;51-65
36095;M;36-50
36096;M;51-65
36098;M;36-50
36107;M;51-65
36115;M;26-35
36116;M;51-65
36121;M;51-65
36122;M;51-65
36127;M;36-50
36130;M;36-50
36131;M;26-35
36134;M;26-35
36136;M;51-65
36137;M;51-65
36138;M;51-65
36141;M;36-50
36142;M;51-65
36153;F;51-65
36155;F;51-65
36166;F;51-65
36167;F;51-65
36169;F;36-50
36175;F;51-65
36202;F;51-65
36214;F;36-50
36215;F;36-50
36227;F;51-65
36229;F;36-50
36235;F;51-65
36245;F;36-50
36254;F;51-65
36273;F;36-50
36279;F;36-50
36289;F;36-50
36293;F;51-65
36303;F;36-50
36305;F;51-65
36317;F;36-50
36324;F;36-50
36329;F;51-65
36330;F;26-35
36331;F;26-35
36341;F;51-65
36344;F;36-50
36347;F;51-65
36366;F;51-65
36370;F;51-65
36377;F;51-65
36379;F;26-35
36387;F;26-35
36389;F;36-50
36401;F;26-35
36404;F;26-35
36409;F;36-50
36430;F;26-35
36454;F;36-50
36460;F;26-35
36462;F;36-50
36466;F;51-65
36477;F;36-50
36479;F;36-50
36483;F;36-50
36494;F;36-50
36496;F;36-50
36504;F;51-65
36507;F;36-50
36510;F;26-35
36511;F;51-65
36520;F;36-50
36530;F;51-65
36535;F;36-50
36537;F;26-35
36538;F;36-50
36540;F;51-65
36544;F;36-50
36545;F;51-65
36554;F;51-65
36555;F;51-65
36557;F;51-65
36559;F;51-65
36561;F;36-50
36563;F;51-65
36566;F;26-35
36579;F;26-35
36589;F;51-65
36594;F;51-65
36603;F;36-50
36604;F;26-35
36608;F;26-35
36611;F;51-65
36618;F;51-65
36621;F;51-65
36622;F;36-50
36623;F;36-50
36629;F;36-50
36634;F;36-50
36636;F;26-35
36637;F;51-65
36639;F;36-50
36646;F;<=25
36648;F;51-65
36650;F;51-65
36652;F;36-50
36654;F;51-65
36656;F;26-35
36657;F;51-65
36658;F;51-65
36662;F;26-35
36665;M;36-50
36685;F;36-50
36694;M;36-50
36706;M;36-50
36721;M;36-50
36724;M;51-65
36726;M;51-65
36745;F;36-50
36748;M;51-65
36752;M;36-50
36769;F;36-50
36773;F;36-50
36778;M;36-50
36780;M;26-35
36781;M;26-35
36784;F;36-50
36787;F;51-65
36790;M;51-65
36791;M;51-65
36801;F;26-35
36807;M;36-50
36811;M;36-50
36814;M;26-35
36815;F;36-50
36824;M;36-50
36829;M;36-50
36835;F;26-35
36838;M;36-50
36844;M;51-65
36845;F;26-35
36846;F;26-35
36847;F;36-50
36855;F;26-35
36864;F;51-65
36865;M;51-65
36877;F;51-65
36878;M;36-50
36883;F;26-35
36884;F;36-50
36894;F;36-50
36913;M;36-50
36915;F;36-50
36917;M;36-50
36923;F;51-65
36931;M;36-50
36940;F;36-50
36946;F;51-65
36953;M;36-50
36954;F;26-35
36960;F;51-65
36961;M;51-65
36962;F;51-65
36966;M;36-50
36969;M;51-65
36970;F;51-65
36972;F;36-50
36976;F;36-50
36978;F;36-50
36981;F;36-50
36987;M;36-50
36988;M;36-50
36989;M;51-65
37003;F;26-35
37019;F;36-50
37024;M;51-65
37028;M;36-50
37058;M;>65
37062;M;36-50
37063;M;36-50
37065;M;51-65
37066;M;26-35
37074;F;26-35
37076;M;36-50
37077;F;36-50
37083;M;36-50
37091;M;36-50
37112;F;26-35
37114;F;51-65
37123;F;36-50
37127;M;36-50
37142;M;51-65
37159;M;36-50
37165;M;36-50
37169;F;36-50
37170;M;36-50
37175;M;26-35
37181;M;51-65
37184;F;26-35
37195;M;26-35
37203;F;36-50
37204;M;36-50
37206;M;36-50
37215;M;51-65
37225;M;36-50
37235;M;26-35
37242;M;26-35
37248;F;36-50
37261;F;26-35
37272;F;26-35
37281;M;51-65
37286;F;36-50
37287;M;36-50
37315;F;51-65
37316;F;26-35
37323;M;51-65
37326;M;51-65
37332;M;51-65
37341;M;51-65
37349;M;26-35
37355;M;51-65
37370;M;51-65
37376;M;>65
37377;M;36-50
37384;F;51-65
37386;M;51-65
37391;M;36-50
37401;M;36-50
37405;F;26-35
37409;M;36-50
37411;F;36-50
37413;M;51-65
37415;M;36-50
37416;M;<=25
37418;M;36-50
37421;M;51-65
37425;F;51-65
37426;M;36-50
37439;M;>65
37443;M;36-50
37449;F;36-50
37454;M;51-65
37457;F;36-50
37468;M;36-50
37469;M;51-65
37472;F;51-65
37474;F;36-50
37476;M;36-50
37483;F;36-50
37488;M;51-65
37489;F;36-50
37497;F;51-65
37511;M;26-35
37512;M;<=25
37514;M;51-65
37517;M;<=25
37547;M;26-35
37549;M;36-50
37551;M;51-65
37558;F;36-50
37563;M;26-35
37564;F;26-35
37577;M;51-65
37600;F;36-50
37603;M;36-50
37608;M;51-65
37614;M;<=25
37625;M;51-65
37626;M;51-65
37632;M;51-65
37634;M;51-65
37939;M;51-65
38028;M;26-35
38347;M;36-50
38349;M;51-65
38361;F;36-50
38362;F;36-50
38364;M;36-50
38365;M;36-50
38366;F;36-50
38376;M;36-50
38389;M;36-50
38395;M;51-65
38397;M;36-50
38399;F;36-50
38419;M;36-50
38421;M;51-65
38423;M;51-65
38432;M;26-35
38442;M;36-50
38444;M;26-35
38446;M;>65
38450;F;26-35
38459;M;26-35
38479;M;51-65
38480;M;36-50
38481;F;36-50
38488;M;36-50
38494;M;<=25
38495;F;51-65
38502;M;36-50
38506;M;26-35
38511;M;36-50
38512;M;26-35
38515;F;>65
38516;M;51-65
38517;F;26-35
38518;M;36-50
38525;F;36-50
38526;M;51-65
38537;M;36-50
38551;F;36-50
38555;M;26-35
38558;M;51-65
38562;M;36-50
38563;F;>65
38564;M;36-50
38565;F;51-65
38566;F;26-35
38571;F;36-50
38576;M;51-65
38577;F;26-35
38588;F;36-50
38592;M;51-65
38594;M;26-35
38596;F;51-65
38600;M;36-50
38606;F;51-65
38610;F;26-35
38613;M;51-65
38623;M;36-50
38625;M;51-65
38626;F;26-35
38627;M;51-65
38636;M;36-50
38637;F;36-50
38638;F;26-35
38642;F;51-65
38652;F;26-35
38653;F;26-35
38654;M;36-50
38656;M;51-65
38661;F;36-50
38663;F;51-65
38674;F;36-50
38677;F;36-50
38680;M;<=25
38681;M;36-50
38690;F;51-65
38695;F;36-50
38699;F;36-50
38705;M;51-65
38709;F;51-65
38721;F;36-50
38733;F;51-65
38747;M;51-65
38749;F;51-65
38766;M;36-50
38769;M;26-35
38785;F;36-50
38787;F;>65
38799;F;51-65
38812;F;51-65
38834;F;51-65
38837;F;36-50
38840;M;36-50
38845;M;51-65
38847;M;26-35
38851;F;36-50
38855;F;36-50
38856;F;<=25
38861;M;51-65
38869;M;26-35
38882;F;36-50
38883;M;36-50
38885;M;36-50
38889;F;26-35
38893;M;36-50
38895;M;51-65
38899;M;36-50
38900;M;26-35
38907;F;51-65
38913;M;36-50
38915;M;36-50
38916;F;36-50
38926;M;36-50
38930;M;36-50
38932;M;51-65
38937;F;36-50
38944;F;36-50
38950;M;36-50
38951;M;36-50
38952;M;36-50
38958;M;51-65
38960;M;>65
38964;F;36-50
38968;M;26-35
38970;M;36-50
38984;F;51-65
38987;M;26-35
38988;M;51-65
38991;F;51-65
38999;F;51-65
39001;M;36-50
39005;M;36-50
39007;M;36-50
39008;M;51-65
39010;M;36-50
39013;M;26-35
39015;M;51-65
39021;M;36-50
39022;M;36-50
39023;M;51-65
39029;M;51-65
39031;M;36-50
39032;M;>65
39035;M;26-35
39043;M;36-50
39046;M;36-50
39049;M;36-50
39055;M;36-50
39067;F;26-35
39078;M;26-35
39080;M;26-35
39083;F;26-35
39084;M;26-35
39088;M;36-50
39095;M;36-50
39096;F;51-65
39097;F;36-50
39098;M;51-65
39100;M;26-35
39103;M;>65
39105;M;36-50
39107;M;51-65
39109;M;51-65
39114;F;51-65
39117;F;36-50
39122;M;36-50
39130;M;26-35
39138;M;26-35
39139;M;36-50
39149;F;36-50
39150;M;51-65
39152;M;36-50
39153;F;36-50
39158;M;51-65
39163;M;51-65
39164;F;36-50
39165;F;36-50
39168;M;51-65
39180;M;36-50
39183;M;36-50
39184;M;51-65
39185;M;36-50
39186;F;51-65
39188;F;51-65
39190;M;51-65
39191;M;36-50
39205;F;36-50
39209;M;36-50
39216;M;51-65
39223;M;36-50
39227;F;36-50
39231;M;36-50
39237;F;36-50
39240;M;36-50
39248;F;36-50
39257;M;51-65
39261;M;36-50
39262;F;36-50
39266;M;36-50
39270;M;36-50
39272;M;51-65
39273;M;36-50
39281;M;36-50
39296;M;36-50
39298;F;36-50
39299;M;51-65
39300;M;51-65
39301;F;51-65
39311;F;51-65
39319;M;51-65
39326;M;51-65
39339;M;36-50
39341;F;36-50
39343;F;51-65
39350;F;36-50
39351;F;36-50
39355;M;26-35
39356;M;26-35
39362;M;36-50
39363;F;26-35
39370;F;36-50
39375;M;51-65
39377;M;36-50
39379;M;51-65
39380;M;51-65
39383;M;36-50
39384;F;36-50
39389;M;51-65
39408;F;26-35
39419;M;51-65
39422;M;36-50
39427;F;36-50
39429;M;36-50
39446;M;51-65
39447;M;26-35
39448;F;36-50
39452;M;51-65
39455;M;51-65
39457;F;36-50
39468;M;>65
39469;M;26-35
39478;F;51-65
39485;M;51-65
39486;M;51-65
39487;M;26-35
39490;F;36-50
39504;M;36-50
39512;M;51-65
39516;F;51-65
39518;F;36-50
39525;F;26-35
39527;M;36-50
39529;F;36-50
39530;M;36-50
39531;F;36-50
39538;F;51-65
39543;F;36-50
39546;F;51-65
39559;M;36-50
39560;F;51-65
39561;M;51-65
39562;F;<=25
39564;F;51-65
39567;F;51-65
39572;M;26-35
39582;F;51-65
39587;F;51-65
39588;F;36-50
39589;M;51-65
39591;F;36-50
39593;F;>65
39594;F;36-50
39598;F;36-50
39607;M;51-65
39622;F;26-35
39626;F;51-65
39639;M;26-35
39643;M;51-65
39644;M;36-50
39651;F;51-65
39666;F;51-65
39674;F;36-50
39684;M;51-65
39693;F;36-50
39698;F;51-65
39699;F;36-50
39705;F;36-50
39706;M;36-50
39733;F;36-50
39735;F;36-50
39736;M;36-50
39738;M;51-65
39740;M;36-50
39745;F;51-65
39746;M;51-65
39747;F;>65
39748;F;36-50
39749;M;36-50
39752;M;36-50
39755;F;26-35
39759;M;36-50
39760;M;36-50
39784;F;<=25
39785;M;51-65
39789;M;36-50
39790;F;51-65
39792;M;36-50
39797;M;>65
39798;F;36-50
39799;M;36-50
39800;M;51-65
39813;M;>65
39814;M;>65
39822;M;51-65
39827;M;26-35
39835;F;36-50
